"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.0722660404249124,0.797453602441981,0.495442047433192,0.451780344414534,0.497671474268757,0.121134039324908,0.646564127140608,0.956099216477167,0.68398431141554,0.813282347361429,0.560382576785341,0.675153179450731,0.746671551340031,0.523748581095799,0.0762658804656152,0.491315453602256,0.573873064370627,0.566539490491597,0.671479380371707,0.690822701157729,0.0307985536024859,0.802282773490917,0.761361316703393,0.578360321133921,0.712384406716267,0.831478357472394,0.693892226597467,0.523401166293964,0.586891766191031,0.830630455014361,0.55525671828269,0.650291999135278,0.460922470374887,0.272492709484889,0.10920874649857
"2",0.142407754904499,0.397750158754968,0.447286518116518,0.492765590230186,0.574174965135507,0.215696187456674,0.245133294180552,0.677979259051875,0.855335021950631,0.597983698399952,0.422984017004126,0.820018674088442,0.886418270891888,0.532301585661433,0.253357688164261,0.740604915421601,0.544143900769436,0.948584079481296,0.48108727621266,0.515044136741922,0.110640282255596,0.636807485169579,0.908563262934927,0.704798091948748,0.88762941918929,0.71233556696956,0.78916841943507,0.537446267790701,0.367144077062109,0.288100023360341,0.972725681299089,0.892277275470932,0.391337429744003,0.77945716304188,0.174993452290848
"3",0.547268792942525,0.399040567478512,0.341149071493368,0.466940198270605,0.420271724291386,0.165799128233296,0.193739227032839,0.309673623386371,0.187854292657034,0.430495082425777,0.459724301648278,0.319697764924808,0.524534463211349,0.381471984171261,0.504330093800115,0.250470366528812,0.443213085470158,0.427941098575953,0.256465843202732,0.748231970015935,0.70587915013448,0.164166476480951,0.639863481242562,0.388577962586751,0.15869867741932,0.453969784375828,0.411453217705693,0.361762962097622,0.5036028021675,0.197247191158389,0.605282197886094,0.518508047039081,0.303921129259098,0.337258016600922,0.401348351708606
"4",0.33138268674417,0.485898207181013,0.70127591829066,0.590747385229929,0.552193821375377,0.562203036247791,0.534759291894273,0.287674157183273,0.428593672893113,0.366426306603922,0.560606572596986,0.769338808419632,0.631911911815194,0.538611328450303,0.696911413710652,0.838099811954486,0.470013237004419,0.403992140323961,0.68754434322206,0.358328492933033,0.680378506926442,0.368638119396715,0.313748191491403,0.57994529986615,0.519748720736933,0.725357995140067,0.624440461477337,0.576880023812252,0.791705181406002,0.373423124191199,0.320088600239961,0.625795540071171,0.604136676959229,0.535698086639411,0.309641627272457
"5",0.296640847429152,0.492351243440779,0.537579490974964,0.403747802848935,0.529670695000748,0.541011213238009,0.354719895567842,0.741266058353331,0.316099651406914,0.514253803480343,0.464027930281732,0.533619877669827,0.390335503578259,0.418090087669143,0.28825919982388,0.795613969445765,0.551238607085732,0.503035148144817,0.493438614539395,0.616385785832563,0.172412808503509,0.58348024511662,0.582589038531792,0.655905759608745,0.280961559251061,0.460424736919742,0.428926828996303,0.461294147613849,0.538148954997845,0.436279682055963,0.64616935162683,0.759622098933253,0.399108120821871,0.997921114373956,0.311984616107578
"6",0.181421484613775,0.500216865766175,0.241176191019766,0.405857559637769,0.530103131927365,0.530715703546905,0.872562320851112,0.45333320407146,0.409028960481708,0.538208162245147,0.52428201335411,0.86782942360265,0.668394322462924,0.619936575462825,0.168208911663162,0.200919606787717,0.456530207339137,0.860595468047772,0.52036930551028,0.474932947146697,0.118376101831714,0.327875392726786,0.665004581092027,0.881423738093336,0.673021161316479,0.402183281261193,0.551040816427809,0.619751563236283,0.782287474232473,0.739090177506184,0.408647329306561,0.628185387776894,0.468803178920168,0.927001231923883,0.184910920068788
"7",0.409554422024834,0.7350009885676,0.952795729478399,0.548701050287263,0.413952285468816,0.775391847505065,0.778862233875736,0.720221506877229,0.83443577476198,0.76936796782618,0.488153096770889,0.589273134559186,0.516061866848545,0.591099382764269,0.243897395615767,0.394296529221063,0.541037277661301,0.818712295471331,0.512879418496456,0.736616051402214,0.061045674309338,0.736539535492912,0.837486416844092,0.880743189659901,0.615783049673905,0.103485507169707,0.786629560301497,0.632698475006456,0.779242760790804,0.669737063446531,0.804937643739194,0.49330565612827,0.54261860143975,0.323961975400588,0.286322881438012
"8",0.909222071503767,0.482565573088173,0.846888682776976,0.606586204857151,0.545112569691579,0.675519617447035,0.76988386306832,0.757370530425189,0.396532886331806,0.710084171703106,0.459893061130498,0.170001445603603,0.693660416199504,0.364575933829653,0.871585338112001,0.692479856604982,0.493722633728073,0.699469798912093,0.292735401746039,0.895709892083574,0.825431543632477,0.661587054136839,0.70146043392768,0.384443317516381,0.807379888662223,0.57008212917054,0.663922958654893,0.599990370959048,0.692785999979055,0.53994538845005,0.887984247941199,0.590196296253453,0.359737429911104,0.304114515962596,0.753389670651397
"9",0.252320248517304,0.67883507470111,0.497692299573633,0.672946812031142,0.539925884755222,0.435502917361179,0.543936660612187,0.744381530327198,0.399984527639277,0.669059592072445,0.534960973961671,0.829707327319486,0.0562001976279957,0.675964721949108,0.332109120770095,0.875185879122941,0.824836355066706,0.672341898410368,0.399423353375305,0.314068550458058,0.301795897416764,0.355037303048567,0.439766680576257,0.624528504967623,0.621185970164562,0.240981253381977,0.623787003944217,0.434847651167158,0.493750784217735,0.627629747561998,0.634831353864928,0.632704455724566,0.515150160780584,0.790664211090712,0.396575974543108
"10",0.703515084597494,0.403543655015166,0.432601887721663,0.372823345222562,0.459236318108353,0.387064575728375,0.881167778953466,0.473722896594643,0.74072579616273,0.664940735846393,0.570183019823082,0.224423610687953,0.0309943566588637,0.532751224885631,0.76195392343775,0.259214163781148,0.583174099250211,0.0113910108391932,0.555432721378039,0.139197885442998,0.618763089107607,0.263816100031131,0.182228442577446,0.628648627683448,0.557365706400943,0.740336056639675,0.540781000414019,0.451604523665426,0.483199455152644,0.518093147920665,0.701223196629202,0.934114540182942,0.523356128366429,0.194631517724892,0.617843475206547
"11",0.340106955681292,0.525466987117831,0.382571247250296,0.547327391305313,0.497251638523719,0.844373209073975,0.690811357555821,0.6776236776139,0.941810102764205,0.812749977777929,0.385437778751037,0.230966684783493,0.137163757213424,0.351910417449319,0.529358526597486,0.294790089996808,0.510958931401701,0.19288006782322,0.219977507724897,0.342127290738911,0.278587335309116,0.91171680565893,0.125086515287903,0.466041360932086,0.883313766432386,0.0945297692770311,0.681869140055557,0.247980312683981,0.215827667550879,0.828680477445271,0.39804835988954,0.962370468653621,0.409680737425148,0.0216920426922812,0.287030708199633
"12",0.903641250511657,0.0384916113789273,0.580784578916385,0.5989188797572,0.646534790303801,0.564438828267039,0.856522553539492,0.488810900786892,0.50036492846919,0.598617988352556,0.633733292716285,0.192692869782163,0.619092430569226,0.793153488279579,0.859408768651578,0.0109318700263263,0.427132285367532,0.622978488758772,0.342467588433788,0.232730867026773,0.768437519499176,0.256490410992777,0.608147796934198,0.436107312201298,0.382378912665408,0.627322765184832,0.20074521262016,0.587564891472597,0.583157702005969,0.284923335979595,0.74355537113281,0.86238068621678,0.189129433964716,0.356939637542384,0.970659980435956
"13",0.335525650247224,0.321427759439497,0.178568384773721,0.639858389882328,0.552227888426406,0.679941267906406,0.272958790242612,0.271515528851208,0.124193255492222,0.232795709327757,0.271865156821787,0.342308477176686,0.302122705796239,0.891011441038598,0.213974027589379,0.689226536978715,0.312954327281394,0.433398110734727,0.216530227628429,0.426697640367175,0.357660161179231,0.481795516827384,0.128175638921936,0.498242065472257,0.279996569919613,0.168585440796099,0.371422926786419,0.842410242818497,0.740249356696205,0.199255479616718,0.923731465877699,0.429954749783489,0.421643905640723,0.221055842047972,0.47579706271435
"14",0.905945375202221,0.311994700912506,0.465837545557633,0.4297172746029,0.335441844835205,0.602106397777724,0.411520074970955,0.392471105052975,0.0980957097687579,0.0608712836399638,0.319640328082296,0.77566569168227,0.133562688995995,0.665697859874447,0.816042994994371,0.417693785640424,0.69675767503369,0.25655207533966,0.540448972572456,0.640929877167302,0.834810079018716,0.695596292167828,0.40499928570097,0.526453285883924,0.793259084222822,0.611730881331624,0.416726512623267,0.323116670884477,0.464348831542667,0.755837864775744,0.132613135862304,0.58729061634347,0.266483186338137,0.283836541085168,0.940833450603367
"15",0.695297101470336,0.555773879925207,0.774239017999792,0.733948105424002,0.431216690548517,0.992509741906884,0.358042745140281,0.913676881674079,0.82689494667734,0.900166286788171,0.559352708061252,0.521614618278322,0.926109157787167,0.811709490550402,0.60396830355933,0.529758239419155,0.847791440668287,0.73463029852924,0.438922547724798,0.500744879181083,0.676365778894362,0.894145786525811,0.969341085928871,0.765568922914067,0.808741272294129,0.532006054132413,0.592024099977594,0.879882830288145,0.949600047546208,0.687306998097389,0.714220528121752,0.651161312702489,0.89334714162199,0.61809257012853,0.604438409099199
"16",0.132046217427006,0.235680548079867,0.0819683284393201,0.118885068736845,0.142285250786388,0.685607663808391,0.117614599410534,0.209765627161281,0.22939020284188,0.113385683210324,0.217664303659905,0.397776757880825,0.100172462822103,0.485862446432178,0.131370595925718,0.463770187247896,0.217383413353835,0.249332835770516,0.225426983629088,0.0980965052858828,0.151204281316193,0.129048355050337,0.0973561198238916,0.0628409370402641,0.321663478194782,0.239432693080653,0.0823025788927492,0.0893243614291878,0.0831340234197222,0.125660978118815,0.372649913633437,0.0759946815785694,0.159831411146463,0.374196424564213,0.207835501345056
"17",0.42474893123305,0.242204891240871,0.585079747576465,0.861343409517398,0.278230041577273,0.291258796651951,0.363536192632679,0.180073829265989,0.121948685842571,0.407406002312123,0.403884773102711,0.520389948805934,0.541506758347213,0.246773360855382,0.384021254565557,0.405089240744845,0.477959896812324,0.379006713108716,0.292915178921617,0.383616896093819,0.623654862511574,0.756505220036683,0.791739834673665,0.496528729785191,0.509430900109121,0.71422880154928,0.20397773929228,0.495850503451396,0.529134373476027,0.41459613943741,0.00787664322277045,0.493178625393637,0.480252398785696,0.30137742471039,0.489207299285197
"18",0.320856137592757,0.602284292475234,0.402607790000567,0.219040418565283,0.192945702018798,0.611552951287457,0.458522686660372,0.458480446147701,0.548399658855359,0.23856684913472,0.416568821772038,0.467107806868213,0.329347672864186,0.338731045622554,0.459755166410019,0.796162483583316,0.43613491484179,0.799337600405305,0.277146946236102,0.871059108168175,0.437891068086712,0.676540250036149,0.313430735201247,0.594461327064504,0.176356261307748,0.703101668818582,0.423830346216102,0.234794536594251,0.261080893627652,0.488948223215369,0.123703572249427,0.593182597502917,0.379318008717206,0.555196619552241,0.319317574000778
"19",0.857552537892417,0.312637786172423,0.408936319327049,0.67598788735021,0.840009133462784,0.868846678486547,0.227587012638865,0.217627060939567,0.679695535984655,0.537492356676458,0.450268015111711,0.1765996072701,0.470788946723019,0.859670701395359,0.920909174437653,0.745030255506729,0.453379486601979,0.50557703280745,0.555864508635481,0.872119713200129,0.758169276068889,0.887113266228468,0.588950472133018,0.813589198026553,0.139937467335205,0.308417713618549,0.805966939888347,0.69060425112861,0.257755958730248,0.71780133177804,0.612394840310068,0.813895993284454,0.6471131099525,0.371556719082689,0.816146089122501
